"Code","Cancer","Age","Case","PY"
16,"유방암(여성)",50,7105,7160051
17,"유방암(남성)",50,0,7160051
18,"난소암",50,999,7160051
19,"난소암 외 여성생식기암",50,3573,7160051
20,"남성생식기암",50,0,7160051
21,"방광암",50,170,7160051
22,"신장암, 나머지 비뇨기계암",50,412,7160051
23,"안암",50,18,7160051
24,"뇌암, 신경계암",50,266,7160051
25,"갑상선암",50,7960,7160051
26,"나머지 내분비선암",50,24,7160051
27,"나머지암, 불분명한 암",50,580,7160051
28,"림프종, 다발성골수종",50,735,7160051
29,"백혈병(CLL 제외)",50,331,7160051
30,"급성림프구성백혈병",50,72,7160051
31,"급성골수성백혈병",50,194,7160051
32,"만성골수성백혈병",50,62,7160051
1,"구강암, 인두암",55,266,5654049
2,"식도암",55,59,5654049
3,"위암",55,3665,5654049
4,"결장암",55,2114,5654049
5,"직장암",55,1888,5654049
6,"간암",55,1987,5654049
7,"담낭암",55,799,5654049
8,"췌장암",55,599,5654049
9,"기관지암, 폐암",55,1801,5654049
10,"비강암, 후두암, 나머지암",55,123,5654049
11,"뼈암",55,71,5654049
12,"결합조직암",55,114,5654049
13,"악성흑색종",55,86,5654049
14,"비흑색종피부암(기저세포암)",55,336,5654049
15,"비흑색종피부암(편평세포암)",55,336,5654049
16,"유방암(여성)",55,4811,5654049
17,"유방암(남성)",55,0,5654049
18,"난소암",55,821,5654049
19,"난소암 외 여성생식기암",55,2910,5654049
20,"남성생식기암",55,0,5654049
21,"방광암",55,184,5654049
22,"신장암, 나머지 비뇨기계암",55,507,5654049
23,"안암",55,6,5654049
24,"뇌암, 신경계암",55,251,5654049
25,"갑상선암",55,5621,5654049
26,"나머지 내분비선암",55,26,5654049
27,"나머지암, 불분명한 암",55,641,5654049
28,"림프종, 다발성골수종",55,823,5654049
29,"백혈병(CLL 제외)",55,311,5654049
30,"급성림프구성백혈병",55,73,5654049
31,"급성골수성백혈병",55,184,5654049
32,"만성골수성백혈병",55,57,5654049
1,"구강암, 인두암",60,290,5247731
2,"식도암",60,92,5247731
3,"위암",60,4787,5247731
4,"결장암",60,2670,5247731
5,"직장암",60,2197,5247731
6,"간암",60,2736,5247731
7,"담낭암",60,1143,5247731
8,"췌장암",60,884,5247731
9,"기관지암, 폐암",60,2546,5247731
10,"비강암, 후두암, 나머지암",60,161,5247731
11,"뼈암",60,80,5247731
12,"결합조직암",60,123,5247731
13,"악성흑색종",60,100,5247731
14,"비흑색종피부암(기저세포암)",60,500,5247731
15,"비흑색종피부암(편평세포암)",60,500,5247731
16,"유방암(여성)",60,3889,5247731
17,"유방암(남성)",60,0,5247731
18,"난소암",60,753,5247731
19,"난소암 외 여성생식기암",60,2573,5247731
20,"남성생식기암",60,0,5247731
21,"방광암",60,278,5247731
22,"신장암, 나머지 비뇨기계암",60,602,5247731
23,"안암",60,13,5247731
24,"뇌암, 신경계암",60,292,5247731
25,"갑상선암",60,4182,5247731
26,"나머지 내분비선암",60,34,5247731
27,"나머지암, 불분명한 암",60,892,5247731
28,"림프종, 다발성골수종",60,964,5247731
29,"백혈병(CLL 제외)",60,408,5247731
30,"급성림프구성백혈병",60,80,5247731
31,"급성골수성백혈병",60,249,5247731
32,"만성골수성백혈병",60,83,5247731
1,"구강암, 인두암",65,326,4648408
2,"식도암",65,113,4648408
3,"위암",65,5801,4648408
4,"결장암",65,3175,4648408
5,"직장암",65,2470,4648408
6,"간암",65,2917,4648408
7,"담낭암",65,1532,4648408
8,"췌장암",65,1317,4648408
9,"기관지암, 폐암",65,3304,4648408
10,"비강암, 후두암, 나머지암",65,211,4648408
11,"뼈암",65,61,4648408
12,"결합조직암",65,160,4648408
13,"악성흑색종",65,113,4648408
14,"비흑색종피부암(기저세포암)",65,741,4648408
15,"비흑색종피부암(편평세포암)",65,741,4648408
16,"유방암(여성)",65,2537,4648408
17,"유방암(남성)",65,0,4648408
18,"난소암",65,692,4648408
19,"난소암 외 여성생식기암",65,2325,4648408
20,"남성생식기암",65,0,4648408
21,"방광암",65,449,4648408
22,"신장암, 나머지 비뇨기계암",65,631,4648408
23,"안암",65,20,4648408
24,"뇌암, 신경계암",65,369,4648408
25,"갑상선암",65,2835,4648408
26,"나머지 내분비선암",65,32,4648408
27,"나머지암, 불분명한 암",65,1098,4648408
28,"림프종, 다발성골수종",65,1083,4648408
29,"백혈병(CLL 제외)",65,401,4648408
30,"급성림프구성백혈병",65,107,4648408
31,"급성골수성백혈병",65,257,4648408
32,"만성골수성백혈병",65,67,4648408
1,"구강암, 인두암",70,279,3522098
2,"식도암",70,141,3522098
3,"위암",70,5867,3522098
4,"결장암",70,3053,3522098
5,"직장암",70,2340,3522098
6,"간암",70,2664,3522098
7,"담낭암",70,1782,3522098
8,"췌장암",70,1495,3522098
9,"기관지암, 폐암",70,3746,3522098
10,"비강암, 후두암, 나머지암",70,200,3522098
11,"뼈암",70,61,3522098
12,"결합조직암",70,132,3522098
13,"악성흑색종",70,103,3522098
14,"비흑색종피부암(기저세포암)",70,875,3522098
15,"비흑색종피부암(편평세포암)",70,875,3522098
16,"유방암(여성)",70,1561,3522098
17,"유방암(남성)",70,0,3522098
18,"난소암",70,558,3522098
19,"난소암 외 여성생식기암",70,1858,3522098
20,"남성생식기암",70,0,3522098
21,"방광암",70,530,3522098
22,"신장암, 나머지 비뇨기계암",70,636,3522098
23,"안암",70,15,3522098
24,"뇌암, 신경계암",70,341,3522098
25,"갑상선암",70,1362,3522098
26,"나머지 내분비선암",70,19,3522098
27,"나머지암, 불분명한 암",70,1147,3522098
28,"림프종, 다발성골수종",70,1024,3522098
29,"백혈병(CLL 제외)",70,362,3522098
30,"급성림프구성백혈병",70,121,3522098
31,"급성골수성백혈병",70,268,3522098
32,"만성골수성백혈병",70,46,3522098
1,"구강암, 인두암",75,224,2382194
2,"식도암",75,157,2382194
3,"위암",75,4841,2382194
4,"결장암",75,2467,2382194
5,"직장암",75,1751,2382194
6,"간암",75,2085,2382194
7,"담낭암",75,1639,2382194
8,"췌장암",75,1306,2382194
9,"기관지암, 폐암",75,3586,2382194
10,"비강암, 후두암, 나머지암",75,173,2382194
11,"뼈암",75,53,2382194
12,"결합조직암",75,96,2382194
13,"악성흑색종",75,89,2382194
14,"비흑색종피부암(기저세포암)",75,873,2382194
15,"비흑색종피부암(편평세포암)",75,873,2382194
16,"유방암(여성)",75,788,2382194
17,"유방암(남성)",75,0,2382194
18,"난소암",75,402,2382194
19,"난소암 외 여성생식기암",75,1223,2382194
20,"남성생식기암",75,0,2382194
21,"방광암",75,481,2382194
22,"신장암, 나머지 비뇨기계암",75,471,2382194
23,"안암",75,12,2382194
24,"뇌암, 신경계암",75,246,2382194
25,"갑상선암",75,650,2382194
26,"나머지 내분비선암",75,13,2382194
27,"나머지암, 불분명한 암",75,1082,2382194
28,"림프종, 다발성골수종",75,724,2382194
29,"백혈병(CLL 제외)",75,315,2382194
30,"급성림프구성백혈병",75,121,2382194
31,"급성골수성백혈병",75,238,2382194
32,"만성골수성백혈병",75,46,2382194
1,"구강암, 인두암",80,150,1422943
2,"식도암",80,125,1422943
3,"위암",80,2946,1422943
4,"결장암",80,1514,1422943
5,"직장암",80,1104,1422943
6,"간암",80,1366,1422943
7,"담낭암",80,1212,1422943
8,"췌장암",80,939,1422943
9,"기관지암, 폐암",80,2660,1422943
10,"비강암, 후두암, 나머지암",80,122,1422943
11,"뼈암",80,26,1422943
12,"결합조직암",80,63,1422943
13,"악성흑색종",80,55,1422943
14,"비흑색종피부암(기저세포암)",80,747,1422943
15,"비흑색종피부암(편평세포암)",80,747,1422943
16,"유방암(여성)",80,374,1422943
17,"유방암(남성)",80,0,1422943
18,"난소암",80,231,1422943
19,"난소암 외 여성생식기암",80,681,1422943
20,"남성생식기암",80,0,1422943
21,"방광암",80,373,1422943
22,"신장암, 나머지 비뇨기계암",80,225,1422943
23,"안암",80,7,1422943
24,"뇌암, 신경계암",80,154,1422943
25,"갑상선암",80,261,1422943
26,"나머지 내분비선암",80,6,1422943
27,"나머지암, 불분명한 암",80,814,1422943
28,"림프종, 다발성골수종",80,363,1422943
29,"백혈병(CLL 제외)",80,164,1422943
30,"급성림프구성백혈병",80,86,1422943
31,"급성골수성백혈병",80,130,1422943
32,"만성골수성백혈병",80,20,1422943
1,"구강암, 인두암",85,88,920211
2,"식도암",85,72,920211
3,"위암",85,1536,920211
4,"결장암",85,894,920211
5,"직장암",85,552,920211
6,"간암",85,742,920211
7,"담낭암",85,768,920211
8,"췌장암",85,518,920211
9,"기관지암, 폐암",85,1685,920211
10,"비강암, 후두암, 나머지암",85,71,920211
11,"뼈암",85,21,920211
12,"결합조직암",85,39,920211
13,"악성흑색종",85,36,920211
14,"비흑색종피부암(기저세포암)",85,559,920211
15,"비흑색종피부암(편평세포암)",85,559,920211
16,"유방암(여성)",85,230,920211
17,"유방암(남성)",85,0,920211
18,"난소암",85,154,920211
19,"난소암 외 여성생식기암",85,354,920211
20,"남성생식기암",85,0,920211
21,"방광암",85,233,920211
22,"신장암, 나머지 비뇨기계암",85,129,920211
23,"안암",85,7,920211
24,"뇌암, 신경계암",85,76,920211
25,"갑상선암",85,124,920211
26,"나머지 내분비선암",85,9,920211
27,"나머지암, 불분명한 암",85,524,920211
28,"림프종, 다발성골수종",85,162,920211
29,"백혈병(CLL 제외)",85,81,920211
30,"급성림프구성백혈병",85,52,920211
31,"급성골수성백혈병",85,71,920211
32,"만성골수성백혈병",85,8,920211
