"Code","Cancer","Age","Case","PY"
25,"갑상선암",45,106,510089
26,"나머지 내분비선암",45,3,510089
27,"나머지암, 불분명한 암",45,15,510089
28,"림프종, 다발성골수종",45,44,510089
29,"백혈병(CLL 제외)",45,27,510089
30,"급성림프구성백혈병",45,3,510089
31,"급성골수성백혈병",45,13,510089
32,"만성골수성백혈병",45,0,510089
1,"구강암, 인두암",50,26,523237
2,"식도암",50,23,523237
3,"위암",50,258,523237
4,"결장암",50,184,523237
5,"직장암",50,123,523237
6,"간암",50,43,523237
7,"담낭암",50,26,523237
8,"췌장암",50,34,523237
9,"기관지암, 폐암",50,136,523237
10,"비강암, 후두암, 나머지암",50,9,523237
11,"뼈암",50,1,523237
12,"결합조직암",50,10,523237
13,"악성흑색종",50,5,523237
14,"비흑색종피부암(기저세포암)",50,23,523237
15,"비흑색종피부암(편평세포암)",50,23,523237
16,"유방암(여성)",50,602,523237
17,"유방암(남성)",50,0,523237
18,"난소암",50,104,523237
19,"난소암 외 여성생식기암",50,286,523237
20,"남성생식기암",50,0,523237
21,"방광암",50,14,523237
22,"신장암, 나머지 비뇨기계암",50,19,523237
23,"안암",50,0,523237
24,"뇌암, 신경계암",50,11,523237
25,"갑상선암",50,123,523237
26,"나머지 내분비선암",50,2,523237
27,"나머지암, 불분명한 암",50,35,523237
28,"림프종, 다발성골수종",50,59,523237
29,"백혈병(CLL 제외)",50,35,523237
30,"급성림프구성백혈병",50,5,523237
31,"급성골수성백혈병",50,8,523237
32,"만성골수성백혈병",50,2,523237
1,"구강암, 인두암",55,31,427347
2,"식도암",55,15,427347
3,"위암",55,247,427347
4,"결장암",55,219,427347
5,"직장암",55,130,427347
6,"간암",55,96,427347
7,"담낭암",55,54,427347
8,"췌장암",55,60,427347
9,"기관지암, 폐암",55,145,427347
10,"비강암, 후두암, 나머지암",55,13,427347
11,"뼈암",55,3,427347
12,"결합조직암",55,3,427347
13,"악성흑색종",55,5,427347
14,"비흑색종피부암(기저세포암)",55,32,427347
15,"비흑색종피부암(편평세포암)",55,32,427347
16,"유방암(여성)",55,475,427347
17,"유방암(남성)",55,0,427347
18,"난소암",55,83,427347
19,"난소암 외 여성생식기암",55,213,427347
20,"남성생식기암",55,0,427347
21,"방광암",55,29,427347
22,"신장암, 나머지 비뇨기계암",55,25,427347
23,"안암",55,0,427347
24,"뇌암, 신경계암",55,14,427347
25,"갑상선암",55,111,427347
26,"나머지 내분비선암",55,0,427347
27,"나머지암, 불분명한 암",55,32,427347
28,"림프종, 다발성골수종",55,78,427347
29,"백혈병(CLL 제외)",55,43,427347
30,"급성림프구성백혈병",55,4,427347
31,"급성골수성백혈병",55,16,427347
32,"만성골수성백혈병",55,5,427347
1,"구강암, 인두암",60,33,404253
2,"식도암",60,21,404253
3,"위암",60,332,404253
4,"결장암",60,282,404253
5,"직장암",60,160,404253
6,"간암",60,165,404253
7,"담낭암",60,71,404253
8,"췌장암",60,74,404253
9,"기관지암, 폐암",60,221,404253
10,"비강암, 후두암, 나머지암",60,16,404253
11,"뼈암",60,2,404253
12,"결합조직암",60,7,404253
13,"악성흑색종",60,4,404253
14,"비흑색종피부암(기저세포암)",60,44,404253
15,"비흑색종피부암(편평세포암)",60,44,404253
16,"유방암(여성)",60,474,404253
17,"유방암(남성)",60,0,404253
18,"난소암",60,78,404253
19,"난소암 외 여성생식기암",60,189,404253
20,"남성생식기암",60,0,404253
21,"방광암",60,33,404253
22,"신장암, 나머지 비뇨기계암",60,40,404253
23,"안암",60,0,404253
24,"뇌암, 신경계암",60,19,404253
25,"갑상선암",60,86,404253
26,"나머지 내분비선암",60,3,404253
27,"나머지암, 불분명한 암",60,45,404253
28,"림프종, 다발성골수종",60,90,404253
29,"백혈병(CLL 제외)",60,54,404253
30,"급성림프구성백혈병",60,7,404253
31,"급성골수성백혈병",60,12,404253
32,"만성골수성백혈병",60,2,404253
1,"구강암, 인두암",65,44,392351
2,"식도암",65,29,392351
3,"위암",65,469,392351
4,"결장암",65,396,392351
5,"직장암",65,226,392351
6,"간암",65,274,392351
7,"담낭암",65,114,392351
8,"췌장암",65,106,392351
9,"기관지암, 폐암",65,298,392351
10,"비강암, 후두암, 나머지암",65,26,392351
11,"뼈암",65,3,392351
12,"결합조직암",65,12,392351
13,"악성흑색종",65,8,392351
14,"비흑색종피부암(기저세포암)",65,65,392351
15,"비흑색종피부암(편평세포암)",65,65,392351
16,"유방암(여성)",65,420,392351
17,"유방암(남성)",65,0,392351
18,"난소암",65,72,392351
19,"난소암 외 여성생식기암",65,212,392351
20,"남성생식기암",65,0,392351
21,"방광암",65,53,392351
22,"신장암, 나머지 비뇨기계암",65,69,392351
23,"안암",65,0,392351
24,"뇌암, 신경계암",65,14,392351
25,"갑상선암",65,92,392351
26,"나머지 내분비선암",65,1,392351
27,"나머지암, 불분명한 암",65,61,392351
28,"림프종, 다발성골수종",65,119,392351
29,"백혈병(CLL 제외)",65,59,392351
30,"급성림프구성백혈병",65,10,392351
31,"급성골수성백혈병",65,18,392351
32,"만성골수성백혈병",65,4,392351
1,"구강암, 인두암",70,43,350065
2,"식도암",70,45,350065
3,"위암",70,575,350065
4,"결장암",70,507,350065
5,"직장암",70,208,350065
6,"간암",70,344,350065
7,"담낭암",70,161,350065
8,"췌장암",70,135,350065
9,"기관지암, 폐암",70,396,350065
10,"비강암, 후두암, 나머지암",70,17,350065
11,"뼈암",70,1,350065
12,"결합조직암",70,14,350065
13,"악성흑색종",70,1,350065
14,"비흑색종피부암(기저세포암)",70,82,350065
15,"비흑색종피부암(편평세포암)",70,82,350065
16,"유방암(여성)",70,360,350065
17,"유방암(남성)",70,0,350065
18,"난소암",70,64,350065
19,"난소암 외 여성생식기암",70,158,350065
20,"남성생식기암",70,0,350065
21,"방광암",70,80,350065
22,"신장암, 나머지 비뇨기계암",70,64,350065
23,"안암",70,2,350065
24,"뇌암, 신경계암",70,21,350065
25,"갑상선암",70,91,350065
26,"나머지 내분비선암",70,1,350065
27,"나머지암, 불분명한 암",70,75,350065
28,"림프종, 다발성골수종",70,123,350065
29,"백혈병(CLL 제외)",70,93,350065
30,"급성림프구성백혈병",70,9,350065
31,"급성골수성백혈병",70,24,350065
32,"만성골수성백혈병",70,8,350065
1,"구강암, 인두암",75,45,279980
2,"식도암",75,26,279980
3,"위암",75,663,279980
4,"결장암",75,480,279980
5,"직장암",75,209,279980
6,"간암",75,251,279980
7,"담낭암",75,219,279980
8,"췌장암",75,170,279980
9,"기관지암, 폐암",75,417,279980
10,"비강암, 후두암, 나머지암",75,18,279980
11,"뼈암",75,1,279980
12,"결합조직암",75,7,279980
13,"악성흑색종",75,9,279980
14,"비흑색종피부암(기저세포암)",75,139,279980
15,"비흑색종피부암(편평세포암)",75,139,279980
16,"유방암(여성)",75,254,279980
17,"유방암(남성)",75,0,279980
18,"난소암",75,52,279980
19,"난소암 외 여성생식기암",75,142,279980
20,"남성생식기암",75,0,279980
21,"방광암",75,99,279980
22,"신장암, 나머지 비뇨기계암",75,84,279980
23,"안암",75,0,279980
24,"뇌암, 신경계암",75,11,279980
25,"갑상선암",75,64,279980
26,"나머지 내분비선암",75,2,279980
27,"나머지암, 불분명한 암",75,78,279980
28,"림프종, 다발성골수종",75,128,279980
29,"백혈병(CLL 제외)",75,79,279980
30,"급성림프구성백혈병",75,4,279980
31,"급성골수성백혈병",75,28,279980
32,"만성골수성백혈병",75,5,279980
1,"구강암, 인두암",80,34,189191
2,"식도암",80,25,189191
3,"위암",80,491,189191
4,"결장암",80,411,189191
5,"직장암",80,157,189191
6,"간암",80,181,189191
7,"담낭암",80,202,189191
8,"췌장암",80,164,189191
9,"기관지암, 폐암",80,303,189191
10,"비강암, 후두암, 나머지암",80,8,189191
11,"뼈암",80,3,189191
12,"결합조직암",80,4,189191
13,"악성흑색종",80,5,189191
14,"비흑색종피부암(기저세포암)",80,139,189191
15,"비흑색종피부암(편평세포암)",80,139,189191
16,"유방암(여성)",80,172,189191
17,"유방암(남성)",80,0,189191
18,"난소암",80,42,189191
19,"난소암 외 여성생식기암",80,114,189191
20,"남성생식기암",80,0,189191
21,"방광암",80,79,189191
22,"신장암, 나머지 비뇨기계암",80,55,189191
23,"안암",80,1,189191
24,"뇌암, 신경계암",80,6,189191
25,"갑상선암",80,37,189191
26,"나머지 내분비선암",80,0,189191
27,"나머지암, 불분명한 암",80,90,189191
28,"림프종, 다발성골수종",80,108,189191
29,"백혈병(CLL 제외)",80,50,189191
30,"급성림프구성백혈병",80,1,189191
31,"급성골수성백혈병",80,13,189191
32,"만성골수성백혈병",80,6,189191
1,"구강암, 인두암",85,34,177406
2,"식도암",85,30,177406
3,"위암",85,530,177406
4,"결장암",85,398,177406
5,"직장암",85,149,177406
6,"간암",85,173,177406
7,"담낭암",85,249,177406
8,"췌장암",85,169,177406
9,"기관지암, 폐암",85,300,177406
10,"비강암, 후두암, 나머지암",85,11,177406
11,"뼈암",85,2,177406
12,"결합조직암",85,5,177406
13,"악성흑색종",85,13,177406
14,"비흑색종피부암(기저세포암)",85,244,177406
15,"비흑색종피부암(편평세포암)",85,244,177406
16,"유방암(여성)",85,144,177406
17,"유방암(남성)",85,0,177406
18,"난소암",85,34,177406
19,"난소암 외 여성생식기암",85,124,177406
20,"남성생식기암",85,0,177406
21,"방광암",85,92,177406
22,"신장암, 나머지 비뇨기계암",85,48,177406
23,"안암",85,0,177406
24,"뇌암, 신경계암",85,5,177406
25,"갑상선암",85,22,177406
26,"나머지 내분비선암",85,1,177406
27,"나머지암, 불분명한 암",85,120,177406
28,"림프종, 다발성골수종",85,108,177406
29,"백혈병(CLL 제외)",85,52,177406
30,"급성림프구성백혈병",85,9,177406
31,"급성골수성백혈병",85,24,177406
32,"만성골수성백혈병",85,5,177406
