"Code","Cancer","Age","Case","PY"
15,"비흑색종피부암(편평세포암)",15,1,433496
16,"유방암(여성)",15,0,433496
17,"유방암(남성)",15,0,433496
18,"난소암",15,0,433496
19,"난소암 외 여성생식기암",15,0,433496
20,"남성생식기암",15,1,433496
21,"방광암",15,0,433496
22,"신장암, 나머지 비뇨기계암",15,0,433496
23,"안암",15,0,433496
24,"뇌암, 신경계암",15,2,433496
25,"갑상선암",15,2,433496
26,"나머지 내분비선암",15,3,433496
27,"나머지암, 불분명한 암",15,2,433496
28,"림프종, 다발성골수종",15,9,433496
29,"백혈병(CLL 제외)",15,15,433496
30,"급성림프구성백혈병",15,7,433496
31,"급성골수성백혈병",15,5,433496
32,"만성골수성백혈병",15,1,433496
1,"구강암, 인두암",20,7,401619
2,"식도암",20,0,401619
3,"위암",20,3,401619
4,"결장암",20,1,401619
5,"직장암",20,0,401619
6,"간암",20,0,401619
7,"담낭암",20,2,401619
8,"췌장암",20,1,401619
9,"기관지암, 폐암",20,1,401619
10,"비강암, 후두암, 나머지암",20,1,401619
11,"뼈암",20,1,401619
12,"결합조직암",20,4,401619
13,"악성흑색종",20,1,401619
14,"비흑색종피부암(기저세포암)",20,0,401619
15,"비흑색종피부암(편평세포암)",20,0,401619
16,"유방암(여성)",20,0,401619
17,"유방암(남성)",20,0,401619
18,"난소암",20,0,401619
19,"난소암 외 여성생식기암",20,0,401619
20,"남성생식기암",20,10,401619
21,"방광암",20,0,401619
22,"신장암, 나머지 비뇨기계암",20,1,401619
23,"안암",20,0,401619
24,"뇌암, 신경계암",20,3,401619
25,"갑상선암",20,2,401619
26,"나머지 내분비선암",20,3,401619
27,"나머지암, 불분명한 암",20,8,401619
28,"림프종, 다발성골수종",20,10,401619
29,"백혈병(CLL 제외)",20,17,401619
30,"급성림프구성백혈병",20,5,401619
31,"급성골수성백혈병",20,7,401619
32,"만성골수성백혈병",20,3,401619
1,"구강암, 인두암",25,3,444011
2,"식도암",25,0,444011
3,"위암",25,12,444011
4,"결장암",25,4,444011
5,"직장암",25,2,444011
6,"간암",25,1,444011
7,"담낭암",25,0,444011
8,"췌장암",25,0,444011
9,"기관지암, 폐암",25,4,444011
10,"비강암, 후두암, 나머지암",25,2,444011
11,"뼈암",25,2,444011
12,"결합조직암",25,2,444011
13,"악성흑색종",25,1,444011
14,"비흑색종피부암(기저세포암)",25,1,444011
15,"비흑색종피부암(편평세포암)",25,1,444011
16,"유방암(여성)",25,0,444011
17,"유방암(남성)",25,0,444011
18,"난소암",25,0,444011
19,"난소암 외 여성생식기암",25,0,444011
20,"남성생식기암",25,22,444011
21,"방광암",25,1,444011
22,"신장암, 나머지 비뇨기계암",25,2,444011
23,"안암",25,0,444011
24,"뇌암, 신경계암",25,10,444011
25,"갑상선암",25,3,444011
26,"나머지 내분비선암",25,0,444011
27,"나머지암, 불분명한 암",25,2,444011
28,"림프종, 다발성골수종",25,8,444011
29,"백혈병(CLL 제외)",25,16,444011
30,"급성림프구성백혈병",25,5,444011
31,"급성골수성백혈병",25,5,444011
32,"만성골수성백혈병",25,4,444011
1,"구강암, 인두암",30,7,405741
2,"식도암",30,0,405741
3,"위암",30,25,405741
4,"결장암",30,12,405741
5,"직장암",30,16,405741
6,"간암",30,5,405741
7,"담낭암",30,3,405741
8,"췌장암",30,2,405741
9,"기관지암, 폐암",30,8,405741
10,"비강암, 후두암, 나머지암",30,4,405741
11,"뼈암",30,3,405741
12,"결합조직암",30,1,405741
13,"악성흑색종",30,3,405741
14,"비흑색종피부암(기저세포암)",30,5,405741
15,"비흑색종피부암(편평세포암)",30,5,405741
16,"유방암(여성)",30,0,405741
17,"유방암(남성)",30,0,405741
18,"난소암",30,0,405741
19,"난소암 외 여성생식기암",30,0,405741
20,"남성생식기암",30,28,405741
21,"방광암",30,6,405741
22,"신장암, 나머지 비뇨기계암",30,9,405741
23,"안암",30,0,405741
24,"뇌암, 신경계암",30,6,405741
25,"갑상선암",30,8,405741
26,"나머지 내분비선암",30,1,405741
27,"나머지암, 불분명한 암",30,5,405741
28,"림프종, 다발성골수종",30,6,405741
29,"백혈병(CLL 제외)",30,15,405741
30,"급성림프구성백혈병",30,1,405741
31,"급성골수성백혈병",30,7,405741
32,"만성골수성백혈병",30,5,405741
1,"구강암, 인두암",35,14,396424
2,"식도암",35,0,396424
3,"위암",35,64,396424
4,"결장암",35,28,396424
5,"직장암",35,24,396424
6,"간암",35,13,396424
7,"담낭암",35,2,396424
8,"췌장암",35,4,396424
9,"기관지암, 폐암",35,30,396424
10,"비강암, 후두암, 나머지암",35,6,396424
11,"뼈암",35,3,396424
12,"결합조직암",35,1,396424
13,"악성흑색종",35,3,396424
14,"비흑색종피부암(기저세포암)",35,5,396424
15,"비흑색종피부암(편평세포암)",35,5,396424
16,"유방암(여성)",35,0,396424
17,"유방암(남성)",35,1,396424
18,"난소암",35,0,396424
19,"난소암 외 여성생식기암",35,0,396424
20,"남성생식기암",35,22,396424
21,"방광암",35,7,396424
22,"신장암, 나머지 비뇨기계암",35,3,396424
23,"안암",35,0,396424
24,"뇌암, 신경계암",35,5,396424
25,"갑상선암",35,6,396424
26,"나머지 내분비선암",35,3,396424
27,"나머지암, 불분명한 암",35,2,396424
28,"림프종, 다발성골수종",35,19,396424
29,"백혈병(CLL 제외)",35,19,396424
30,"급성림프구성백혈병",35,1,396424
31,"급성골수성백혈병",35,8,396424
32,"만성골수성백혈병",35,3,396424
1,"구강암, 인두암",40,23,427765
2,"식도암",40,12,427765
3,"위암",40,145,427765
4,"결장암",40,56,427765
5,"직장암",40,38,427765
6,"간암",40,47,427765
7,"담낭암",40,4,427765
8,"췌장암",40,11,427765
9,"기관지암, 폐암",40,56,427765
10,"비강암, 후두암, 나머지암",40,5,427765
11,"뼈암",40,1,427765
12,"결합조직암",40,1,427765
13,"악성흑색종",40,0,427765
14,"비흑색종피부암(기저세포암)",40,13,427765
15,"비흑색종피부암(편평세포암)",40,13,427765
16,"유방암(여성)",40,0,427765
17,"유방암(남성)",40,2,427765
18,"난소암",40,0,427765
19,"난소암 외 여성생식기암",40,0,427765
20,"남성생식기암",40,16,427765
21,"방광암",40,15,427765
22,"신장암, 나머지 비뇨기계암",40,28,427765
23,"안암",40,0,427765
24,"뇌암, 신경계암",40,12,427765
25,"갑상선암",40,14,427765
26,"나머지 내분비선암",40,1,427765
27,"나머지암, 불분명한 암",40,7,427765
28,"림프종, 다발성골수종",40,17,427765
29,"백혈병(CLL 제외)",40,10,427765
30,"급성림프구성백혈병",40,1,427765
31,"급성골수성백혈병",40,5,427765
32,"만성골수성백혈병",40,1,427765
1,"구강암, 인두암",45,56,505589
2,"식도암",45,45,505589
3,"위암",45,326,505589
4,"결장암",45,115,505589
5,"직장암",45,123,505589
6,"간암",45,133,505589
7,"담낭암",45,21,505589
8,"췌장암",45,43,505589
9,"기관지암, 폐암",45,143,505589
10,"비강암, 후두암, 나머지암",45,27,505589
11,"뼈암",45,3,505589
12,"결합조직암",45,10,505589
13,"악성흑색종",45,1,505589
14,"비흑색종피부암(기저세포암)",45,20,505589
15,"비흑색종피부암(편평세포암)",45,20,505589
16,"유방암(여성)",45,0,505589
17,"유방암(남성)",45,0,505589
18,"난소암",45,0,505589
19,"난소암 외 여성생식기암",45,0,505589
20,"남성생식기암",45,12,505589
21,"방광암",45,45,505589
22,"신장암, 나머지 비뇨기계암",45,56,505589
23,"안암",45,1,505589
24,"뇌암, 신경계암",45,11,505589
25,"갑상선암",45,10,505589
26,"나머지 내분비선암",45,1,505589
27,"나머지암, 불분명한 암",45,29,505589
28,"림프종, 다발성골수종",45,51,505589
29,"백혈병(CLL 제외)",45,38,505589
30,"급성림프구성백혈병",45,4,505589
31,"급성골수성백혈병",45,12,505589
32,"만성골수성백혈병",45,5,505589
1,"구강암, 인두암",50,88,512974
2,"식도암",50,101,512974
3,"위암",50,552,512974
4,"결장암",50,211,512974
5,"직장암",50,212,512974
6,"간암",50,239,512974
7,"담낭암",50,36,512974
8,"췌장암",50,72,512974
9,"기관지암, 폐암",50,235,512974
10,"비강암, 후두암, 나머지암",50,57,512974
11,"뼈암",50,2,512974
12,"결합조직암",50,10,512974
13,"악성흑색종",50,4,512974
14,"비흑색종피부암(기저세포암)",50,31,512974
15,"비흑색종피부암(편평세포암)",50,31,512974
16,"유방암(여성)",50,0,512974
17,"유방암(남성)",50,0,512974
18,"난소암",50,0,512974
19,"난소암 외 여성생식기암",50,0,512974
20,"남성생식기암",50,34,512974
21,"방광암",50,94,512974
22,"신장암, 나머지 비뇨기계암",50,95,512974
23,"안암",50,0,512974
24,"뇌암, 신경계암",50,14,512974
25,"갑상선암",50,28,512974
26,"나머지 내분비선암",50,2,512974
27,"나머지암, 불분명한 암",50,47,512974
28,"림프종, 다발성골수종",50,77,512974
29,"백혈병(CLL 제외)",50,51,512974
30,"급성림프구성백혈병",50,5,512974
31,"급성골수성백혈병",50,13,512974
32,"만성골수성백혈병",50,9,512974
1,"구강암, 인두암",55,97,390036
2,"식도암",55,160,390036
3,"위암",55,730,390036
4,"결장암",55,280,390036
5,"직장암",55,263,390036
6,"간암",55,366,390036
7,"담낭암",55,58,390036
8,"췌장암",55,81,390036
9,"기관지암, 폐암",55,310,390036
10,"비강암, 후두암, 나머지암",55,56,390036
11,"뼈암",55,2,390036
12,"결합조직암",55,12,390036
13,"악성흑색종",55,9,390036
14,"비흑색종피부암(기저세포암)",55,40,390036
15,"비흑색종피부암(편평세포암)",55,40,390036
16,"유방암(여성)",55,0,390036
17,"유방암(남성)",55,1,390036
18,"난소암",55,0,390036
19,"난소암 외 여성생식기암",55,0,390036
20,"남성생식기암",55,96,390036
21,"방광암",55,138,390036
22,"신장암, 나머지 비뇨기계암",55,75,390036
23,"안암",55,0,390036
24,"뇌암, 신경계암",55,7,390036
25,"갑상선암",55,22,390036
26,"나머지 내분비선암",55,1,390036
27,"나머지암, 불분명한 암",55,64,390036
28,"림프종, 다발성골수종",55,71,390036
29,"백혈병(CLL 제외)",55,45,390036
30,"급성림프구성백혈병",55,5,390036
31,"급성골수성백혈병",55,13,390036
32,"만성골수성백혈병",55,6,390036
1,"구강암, 인두암",60,117,353893
2,"식도암",60,206,353893
3,"위암",60,960,353893
4,"결장암",60,401,353893
5,"직장암",60,306,353893
6,"간암",60,540,353893
7,"담낭암",60,96,353893
8,"췌장암",60,109,353893
9,"기관지암, 폐암",60,524,353893
10,"비강암, 후두암, 나머지암",60,97,353893
11,"뼈암",60,2,353893
12,"결합조직암",60,8,353893
13,"악성흑색종",60,8,353893
14,"비흑색종피부암(기저세포암)",60,69,353893
15,"비흑색종피부암(편평세포암)",60,69,353893
16,"유방암(여성)",60,0,353893
17,"유방암(남성)",60,3,353893
18,"난소암",60,0,353893
19,"난소암 외 여성생식기암",60,0,353893
20,"남성생식기암",60,226,353893
21,"방광암",60,177,353893
22,"신장암, 나머지 비뇨기계암",60,101,353893
23,"안암",60,0,353893
24,"뇌암, 신경계암",60,19,353893
25,"갑상선암",60,24,353893
26,"나머지 내분비선암",60,2,353893
27,"나머지암, 불분명한 암",60,71,353893
28,"림프종, 다발성골수종",60,114,353893
29,"백혈병(CLL 제외)",60,71,353893
30,"급성림프구성백혈병",60,7,353893
31,"급성골수성백혈병",60,27,353893
32,"만성골수성백혈병",60,6,353893
1,"구강암, 인두암",65,153,327630
2,"식도암",65,235,327630
3,"위암",65,1283,327630
4,"결장암",65,592,327630
5,"직장암",65,387,327630
6,"간암",65,832,327630
7,"담낭암",65,120,327630
8,"췌장암",65,164,327630
9,"기관지암, 폐암",65,874,327630
10,"비강암, 후두암, 나머지암",65,131,327630
11,"뼈암",65,2,327630
12,"결합조직암",65,12,327630
13,"악성흑색종",65,6,327630
14,"비흑색종피부암(기저세포암)",65,111,327630
15,"비흑색종피부암(편평세포암)",65,111,327630
16,"유방암(여성)",65,0,327630
17,"유방암(남성)",65,5,327630
18,"난소암",65,0,327630
19,"난소암 외 여성생식기암",65,0,327630
20,"남성생식기암",65,471,327630
21,"방광암",65,241,327630
22,"신장암, 나머지 비뇨기계암",65,141,327630
23,"안암",65,0,327630
24,"뇌암, 신경계암",65,26,327630
25,"갑상선암",65,30,327630
26,"나머지 내분비선암",65,1,327630
27,"나머지암, 불분명한 암",65,110,327630
28,"림프종, 다발성골수종",65,146,327630
29,"백혈병(CLL 제외)",65,105,327630
30,"급성림프구성백혈병",65,7,327630
31,"급성골수성백혈병",65,38,327630
32,"만성골수성백혈병",65,11,327630
1,"구강암, 인두암",70,156,266453
2,"식도암",70,241,266453
3,"위암",70,1495,266453
4,"결장암",70,663,266453
5,"직장암",70,391,266453
6,"간암",70,648,266453
7,"담낭암",70,145,266453
8,"췌장암",70,225,266453
9,"기관지암, 폐암",70,1283,266453
10,"비강암, 후두암, 나머지암",70,101,266453
11,"뼈암",70,4,266453
12,"결합조직암",70,11,266453
13,"악성흑색종",70,2,266453
14,"비흑색종피부암(기저세포암)",70,120,266453
15,"비흑색종피부암(편평세포암)",70,120,266453
16,"유방암(여성)",70,0,266453
17,"유방암(남성)",70,2,266453
18,"난소암",70,0,266453
19,"난소암 외 여성생식기암",70,0,266453
20,"남성생식기암",70,671,266453
21,"방광암",70,335,266453
22,"신장암, 나머지 비뇨기계암",70,159,266453
23,"안암",70,0,266453
24,"뇌암, 신경계암",70,21,266453
25,"갑상선암",70,28,266453
26,"나머지 내분비선암",70,1,266453
27,"나머지암, 불분명한 암",70,147,266453
28,"림프종, 다발성골수종",70,178,266453
29,"백혈병(CLL 제외)",70,108,266453
30,"급성림프구성백혈병",70,2,266453
31,"급성골수성백혈병",70,42,266453
32,"만성골수성백혈병",70,10,266453
1,"구강암, 인두암",75,77,172966
2,"식도암",75,148,172966
3,"위암",75,1120,172966
4,"결장암",75,524,172966
5,"직장암",75,278,172966
6,"간암",75,407,172966
7,"담낭암",75,137,172966
8,"췌장암",75,168,172966
9,"기관지암, 폐암",75,1022,172966
10,"비강암, 후두암, 나머지암",75,68,172966
11,"뼈암",75,0,172966
12,"결합조직암",75,10,172966
13,"악성흑색종",75,2,172966
14,"비흑색종피부암(기저세포암)",75,120,172966
15,"비흑색종피부암(편평세포암)",75,120,172966
16,"유방암(여성)",75,0,172966
17,"유방암(남성)",75,2,172966
18,"난소암",75,0,172966
19,"난소암 외 여성생식기암",75,0,172966
20,"남성생식기암",75,594,172966
21,"방광암",75,277,172966
22,"신장암, 나머지 비뇨기계암",75,143,172966
23,"안암",75,1,172966
24,"뇌암, 신경계암",75,12,172966
25,"갑상선암",75,19,172966
26,"나머지 내분비선암",75,1,172966
27,"나머지암, 불분명한 암",75,109,172966
28,"림프종, 다발성골수종",75,141,172966
29,"백혈병(CLL 제외)",75,99,172966
30,"급성림프구성백혈병",75,7,172966
31,"급성골수성백혈병",75,47,172966
32,"만성골수성백혈병",75,12,172966
1,"구강암, 인두암",80,41,98232
2,"식도암",80,77,98232
3,"위암",80,661,98232
4,"결장암",80,322,98232
5,"직장암",80,151,98232
6,"간암",80,197,98232
7,"담낭암",80,128,98232
8,"췌장암",80,126,98232
9,"기관지암, 폐암",80,670,98232
10,"비강암, 후두암, 나머지암",80,48,98232
11,"뼈암",80,0,98232
12,"결합조직암",80,14,98232
13,"악성흑색종",80,8,98232
14,"비흑색종피부암(기저세포암)",80,91,98232
15,"비흑색종피부암(편평세포암)",80,91,98232
16,"유방암(여성)",80,0,98232
17,"유방암(남성)",80,3,98232
18,"난소암",80,0,98232
19,"난소암 외 여성생식기암",80,0,98232
20,"남성생식기암",80,438,98232
21,"방광암",80,191,98232
22,"신장암, 나머지 비뇨기계암",80,77,98232
23,"안암",80,1,98232
24,"뇌암, 신경계암",80,11,98232
25,"갑상선암",80,10,98232
26,"나머지 내분비선암",80,1,98232
27,"나머지암, 불분명한 암",80,90,98232
28,"림프종, 다발성골수종",80,86,98232
29,"백혈병(CLL 제외)",80,52,98232
30,"급성림프구성백혈병",80,4,98232
31,"급성골수성백혈병",80,27,98232
32,"만성골수성백혈병",80,6,98232
1,"구강암, 인두암",85,36,68947
2,"식도암",85,51,68947
3,"위암",85,443,68947
4,"결장암",85,221,68947
5,"직장암",85,117,68947
6,"간암",85,121,68947
7,"담낭암",85,81,68947
8,"췌장암",85,95,68947
9,"기관지암, 폐암",85,452,68947
10,"비강암, 후두암, 나머지암",85,27,68947
11,"뼈암",85,0,68947
12,"결합조직암",85,8,68947
13,"악성흑색종",85,2,68947
14,"비흑색종피부암(기저세포암)",85,109,68947
15,"비흑색종피부암(편평세포암)",85,109,68947
16,"유방암(여성)",85,0,68947
17,"유방암(남성)",85,4,68947
18,"난소암",85,0,68947
19,"난소암 외 여성생식기암",85,0,68947
20,"남성생식기암",85,326,68947
21,"방광암",85,142,68947
22,"신장암, 나머지 비뇨기계암",85,35,68947
23,"안암",85,0,68947
24,"뇌암, 신경계암",85,1,68947
25,"갑상선암",85,9,68947
26,"나머지 내분비선암",85,1,68947
27,"나머지암, 불분명한 암",85,73,68947
28,"림프종, 다발성골수종",85,69,68947
29,"백혈병(CLL 제외)",85,36,68947
30,"급성림프구성백혈병",85,5,68947
31,"급성골수성백혈병",85,17,68947
32,"만성골수성백혈병",85,1,68947
