"Code","Cancer","Age","Case","PY"
6,"간암",15,29,8375867
7,"담낭암",15,0,8375867
8,"췌장암",15,0,8375867
9,"기관지암, 폐암",15,15,8375867
10,"비강암, 후두암, 나머지암",15,36,8375867
11,"뼈암",15,150,8375867
12,"결합조직암",15,67,8375867
13,"악성흑색종",15,5,8375867
14,"비흑색종피부암(기저세포암)",15,18,8375867
15,"비흑색종피부암(편평세포암)",15,18,8375867
16,"유방암(여성)",15,0,8375867
17,"유방암(남성)",15,0,8375867
18,"난소암",15,0,8375867
19,"난소암 외 여성생식기암",15,0,8375867
20,"남성생식기암",15,45,8375867
21,"방광암",15,8,8375867
22,"신장암, 나머지 비뇨기계암",15,12,8375867
23,"안암",15,2,8375867
24,"뇌암, 신경계암",15,152,8375867
25,"갑상선암",15,64,8375867
26,"나머지 내분비선암",15,56,8375867
27,"나머지암, 불분명한 암",15,84,8375867
28,"림프종, 다발성골수종",15,185,8375867
29,"백혈병(CLL 제외)",15,277,8375867
30,"급성림프구성백혈병",15,137,8375867
31,"급성골수성백혈병",15,98,8375867
32,"만성골수성백혈병",15,37,8375867
1,"구강암, 인두암",20,60,9705747
2,"식도암",20,1,9705747
3,"위암",20,93,9705747
4,"결장암",20,40,9705747
5,"직장암",20,31,9705747
6,"간암",20,60,9705747
7,"담낭암",20,0,9705747
8,"췌장암",20,9,9705747
9,"기관지암, 폐암",20,37,9705747
10,"비강암, 후두암, 나머지암",20,56,9705747
11,"뼈암",20,74,9705747
12,"결합조직암",20,61,9705747
13,"악성흑색종",20,7,9705747
14,"비흑색종피부암(기저세포암)",20,29,9705747
15,"비흑색종피부암(편평세포암)",20,29,9705747
16,"유방암(여성)",20,0,9705747
17,"유방암(남성)",20,0,9705747
18,"난소암",20,0,9705747
19,"난소암 외 여성생식기암",20,0,9705747
20,"남성생식기암",20,130,9705747
21,"방광암",20,17,9705747
22,"신장암, 나머지 비뇨기계암",20,26,9705747
23,"안암",20,5,9705747
24,"뇌암, 신경계암",20,148,9705747
25,"갑상선암",20,202,9705747
26,"나머지 내분비선암",20,40,9705747
27,"나머지암, 불분명한 암",20,114,9705747
28,"림프종, 다발성골수종",20,204,9705747
29,"백혈병(CLL 제외)",20,255,9705747
30,"급성림프구성백혈병",20,91,9705747
31,"급성골수성백혈병",20,104,9705747
32,"만성골수성백혈병",20,60,9705747
1,"구강암, 인두암",25,96,10095552
2,"식도암",25,4,10095552
3,"위암",25,293,10095552
4,"결장암",25,114,10095552
5,"직장암",25,100,10095552
6,"간암",25,165,10095552
7,"담낭암",25,11,10095552
8,"췌장암",25,19,10095552
9,"기관지암, 폐암",25,56,10095552
10,"비강암, 후두암, 나머지암",25,79,10095552
11,"뼈암",25,64,10095552
12,"결합조직암",25,91,10095552
13,"악성흑색종",25,9,10095552
14,"비흑색종피부암(기저세포암)",25,43,10095552
15,"비흑색종피부암(편평세포암)",25,43,10095552
16,"유방암(여성)",25,0,10095552
17,"유방암(남성)",25,2,10095552
18,"난소암",25,0,10095552
19,"난소암 외 여성생식기암",25,0,10095552
20,"남성생식기암",25,149,10095552
21,"방광암",25,47,10095552
22,"신장암, 나머지 비뇨기계암",25,92,10095552
23,"안암",25,5,10095552
24,"뇌암, 신경계암",25,185,10095552
25,"갑상선암",25,446,10095552
26,"나머지 내분비선암",25,17,10095552
27,"나머지암, 불분명한 암",25,141,10095552
28,"림프종, 다발성골수종",25,223,10095552
29,"백혈병(CLL 제외)",25,270,10095552
30,"급성림프구성백혈병",25,74,10095552
31,"급성골수성백혈병",25,114,10095552
32,"만성골수성백혈병",25,77,10095552
1,"구강암, 인두암",30,139,11225177
2,"식도암",30,9,11225177
3,"위암",30,1014,11225177
4,"결장암",30,289,11225177
5,"직장암",30,234,11225177
6,"간암",30,490,11225177
7,"담낭암",30,34,11225177
8,"췌장암",30,44,11225177
9,"기관지암, 폐암",30,167,11225177
10,"비강암, 후두암, 나머지암",30,98,11225177
11,"뼈암",30,63,11225177
12,"결합조직암",30,113,11225177
13,"악성흑색종",30,23,11225177
14,"비흑색종피부암(기저세포암)",30,90,11225177
15,"비흑색종피부암(편평세포암)",30,90,11225177
16,"유방암(여성)",30,0,11225177
17,"유방암(남성)",30,8,11225177
18,"난소암",30,0,11225177
19,"난소암 외 여성생식기암",30,0,11225177
20,"남성생식기암",30,161,11225177
21,"방광암",30,103,11225177
22,"신장암, 나머지 비뇨기계암",30,211,11225177
23,"안암",30,10,11225177
24,"뇌암, 신경계암",30,229,11225177
25,"갑상선암",30,850,11225177
26,"나머지 내분비선암",30,23,11225177
27,"나머지암, 불분명한 암",30,216,11225177
28,"림프종, 다발성골수종",30,360,11225177
29,"백혈병(CLL 제외)",30,345,11225177
30,"급성림프구성백혈병",30,86,11225177
31,"급성골수성백혈병",30,165,11225177
32,"만성골수성백혈병",30,88,11225177
1,"구강암, 인두암",35,258,11262082
2,"식도암",35,22,11262082
3,"위암",35,2045,11262082
4,"결장암",35,597,11262082
5,"직장암",35,565,11262082
6,"간암",35,1373,11262082
7,"담낭암",35,75,11262082
8,"췌장암",35,128,11262082
9,"기관지암, 폐암",35,368,11262082
10,"비강암, 후두암, 나머지암",35,132,11262082
11,"뼈암",35,82,11262082
12,"결합조직암",35,150,11262082
13,"악성흑색종",35,42,11262082
14,"비흑색종피부암(기저세포암)",35,105,11262082
15,"비흑색종피부암(편평세포암)",35,105,11262082
16,"유방암(여성)",35,0,11262082
17,"유방암(남성)",35,7,11262082
18,"난소암",35,0,11262082
19,"난소암 외 여성생식기암",35,0,11262082
20,"남성생식기암",35,124,11262082
21,"방광암",35,162,11262082
22,"신장암, 나머지 비뇨기계암",35,384,11262082
23,"안암",35,9,11262082
24,"뇌암, 신경계암",35,289,11262082
25,"갑상선암",35,1206,11262082
26,"나머지 내분비선암",35,27,11262082
27,"나머지암, 불분명한 암",35,325,11262082
28,"림프종, 다발성골수종",35,483,11262082
29,"백혈병(CLL 제외)",35,407,11262082
30,"급성림프구성백혈병",35,82,11262082
31,"급성골수성백혈병",35,199,11262082
32,"만성골수성백혈병",35,107,11262082
1,"구강암, 인두암",40,465,11043758
2,"식도암",40,81,11043758
3,"위암",40,4123,11043758
4,"결장암",40,1039,11043758
5,"직장암",40,1254,11043758
6,"간암",40,3753,11043758
7,"담낭암",40,215,11043758
8,"췌장암",40,305,11043758
9,"기관지암, 폐암",40,1023,11043758
10,"비강암, 후두암, 나머지암",40,207,11043758
11,"뼈암",40,69,11043758
12,"결합조직암",40,136,11043758
13,"악성흑색종",40,52,11043758
14,"비흑색종피부암(기저세포암)",40,160,11043758
15,"비흑색종피부암(편평세포암)",40,160,11043758
16,"유방암(여성)",40,0,11043758
17,"유방암(남성)",40,14,11043758
18,"난소암",40,0,11043758
19,"난소암 외 여성생식기암",40,0,11043758
20,"남성생식기암",40,136,11043758
21,"방광암",40,310,11043758
22,"신장암, 나머지 비뇨기계암",40,660,11043758
23,"안암",40,16,11043758
24,"뇌암, 신경계암",40,306,11043758
25,"갑상선암",40,1449,11043758
26,"나머지 내분비선암",40,27,11043758
27,"나머지암, 불분명한 암",40,484,11043758
28,"림프종, 다발성골수종",40,717,11043758
29,"백혈병(CLL 제외)",40,392,11043758
30,"급성림프구성백혈병",40,87,11043758
31,"급성골수성백혈병",40,189,11043758
32,"만성골수성백혈병",40,102,11043758
1,"구강암, 인두암",45,762,10067169
2,"식도암",45,314,10067169
3,"위암",45,6942,10067169
4,"결장암",45,1823,10067169
5,"직장암",45,1988,10067169
6,"간암",45,6860,10067169
7,"담낭암",45,445,10067169
8,"췌장암",45,585,10067169
9,"기관지암, 폐암",45,2211,10067169
10,"비강암, 후두암, 나머지암",45,443,10067169
11,"뼈암",45,86,10067169
12,"결합조직암",45,173,10067169
13,"악성흑색종",45,92,10067169
14,"비흑색종피부암(기저세포암)",45,300,10067169
15,"비흑색종피부암(편평세포암)",45,300,10067169
16,"유방암(여성)",45,0,10067169
17,"유방암(남성)",45,27,10067169
18,"난소암",45,0,10067169
19,"난소암 외 여성생식기암",45,0,10067169
20,"남성생식기암",45,226,10067169
21,"방광암",45,603,10067169
22,"신장암, 나머지 비뇨기계암",45,1039,10067169
23,"안암",45,13,10067169
24,"뇌암, 신경계암",45,346,10067169
25,"갑상선암",45,1484,10067169
26,"나머지 내분비선암",45,34,10067169
27,"나머지암, 불분명한 암",45,683,10067169
28,"림프종, 다발성골수종",45,943,10067169
29,"백혈병(CLL 제외)",45,496,10067169
30,"급성림프구성백혈병",45,113,10067169
31,"급성골수성백혈병",45,265,10067169
32,"만성골수성백혈병",45,111,10067169
1,"구강암, 인두암",50,925,7231868
2,"식도암",50,583,7231868
3,"위암",50,8557,7231868
4,"결장암",50,2646,7231868
5,"직장암",50,2816,7231868
6,"간암",50,8086,7231868
7,"담낭암",50,704,7231868
8,"췌장암",50,907,7231868
9,"기관지암, 폐암",50,3556,7231868
10,"비강암, 후두암, 나머지암",50,673,7231868
11,"뼈암",50,73,7231868
12,"결합조직암",50,166,7231868
13,"악성흑색종",50,88,7231868
14,"비흑색종피부암(기저세포암)",50,320,7231868
15,"비흑색종피부암(편평세포암)",50,320,7231868
16,"유방암(여성)",50,0,7231868
17,"유방암(남성)",50,31,7231868
18,"난소암",50,0,7231868
19,"난소암 외 여성생식기암",50,0,7231868
20,"남성생식기암",50,542,7231868
21,"방광암",50,858,7231868
22,"신장암, 나머지 비뇨기계암",50,1126,7231868
23,"안암",50,14,7231868
24,"뇌암, 신경계암",50,311,7231868
25,"갑상선암",50,1175,7231868
26,"나머지 내분비선암",50,38,7231868
27,"나머지암, 불분명한 암",50,902,7231868
28,"림프종, 다발성골수종",50,1015,7231868
29,"백혈병(CLL 제외)",50,423,7231868
30,"급성림프구성백혈병",50,96,7231868
31,"급성골수성백혈병",50,248,7231868
32,"만성골수성백혈병",50,90,7231868
1,"구강암, 인두암",55,1027,5541349
2,"식도암",55,1065,5541349
3,"위암",55,10549,5541349
4,"결장암",55,3385,5541349
5,"직장암",55,3433,5541349
6,"간암",55,8444,5541349
7,"담낭암",55,1037,5541349
8,"췌장암",55,1155,5541349
9,"기관지암, 폐암",55,5798,5541349
10,"비강암, 후두암, 나머지암",55,903,5541349
11,"뼈암",55,78,5541349
12,"결합조직암",55,161,5541349
13,"악성흑색종",55,85,5541349
14,"비흑색종피부암(기저세포암)",55,415,5541349
15,"비흑색종피부암(편평세포암)",55,415,5541349
16,"유방암(여성)",55,0,5541349
17,"유방암(남성)",55,20,5541349
18,"난소암",55,0,5541349
19,"난소암 외 여성생식기암",55,0,5541349
20,"남성생식기암",55,1358,5541349
21,"방광암",55,1185,5541349
22,"신장암, 나머지 비뇨기계암",55,1226,5541349
23,"안암",55,17,5541349
24,"뇌암, 신경계암",55,325,5541349
25,"갑상선암",55,906,5541349
26,"나머지 내분비선암",55,25,5541349
27,"나머지암, 불분명한 암",55,930,5541349
28,"림프종, 다발성골수종",55,1132,5541349
29,"백혈병(CLL 제외)",55,405,5541349
30,"급성림프구성백혈병",55,80,5541349
31,"급성골수성백혈병",55,233,5541349
32,"만성골수성백혈병",55,96,5541349
1,"구강암, 인두암",60,1305,4722669
2,"식도암",60,1784,4722669
3,"위암",60,13342,4722669
4,"결장암",60,4337,4722669
5,"직장암",60,4114,4722669
6,"간암",60,8353,4722669
7,"담낭암",60,1504,4722669
8,"췌장암",60,1625,4722669
9,"기관지암, 폐암",60,9408,4722669
10,"비강암, 후두암, 나머지암",60,1192,4722669
11,"뼈암",60,71,4722669
12,"결합조직암",60,197,4722669
13,"악성흑색종",60,99,4722669
14,"비흑색종피부암(기저세포암)",60,522,4722669
15,"비흑색종피부암(편평세포암)",60,522,4722669
16,"유방암(여성)",60,0,4722669
17,"유방암(남성)",60,41,4722669
18,"난소암",60,0,4722669
19,"난소암 외 여성생식기암",60,0,4722669
20,"남성생식기암",60,3007,4722669
21,"방광암",60,1786,4722669
22,"신장암, 나머지 비뇨기계암",60,1485,4722669
23,"안암",60,26,4722669
24,"뇌암, 신경계암",60,320,4722669
25,"갑상선암",60,732,4722669
26,"나머지 내분비선암",60,27,4722669
27,"나머지암, 불분명한 암",60,1345,4722669
28,"림프종, 다발성골수종",60,1306,4722669
29,"백혈병(CLL 제외)",60,512,4722669
30,"급성림프구성백혈병",60,113,4722669
31,"급성골수성백혈병",60,327,4722669
32,"만성골수성백혈병",60,93,4722669
1,"구강암, 인두암",65,1294,3753695
2,"식도암",65,2143,3753695
3,"위암",65,14714,3753695
4,"결장암",65,4934,3753695
5,"직장암",65,4355,3753695
6,"간암",65,7575,3753695
7,"담낭암",65,1938,3753695
8,"췌장암",65,1818,3753695
9,"기관지암, 폐암",65,12852,3753695
10,"비강암, 후두암, 나머지암",65,1385,3753695
11,"뼈암",65,73,3753695
12,"결합조직암",65,200,3753695
13,"악성흑색종",65,142,3753695
14,"비흑색종피부암(기저세포암)",65,654,3753695
15,"비흑색종피부암(편평세포암)",65,654,3753695
16,"유방암(여성)",65,0,3753695
17,"유방암(남성)",65,19,3753695
18,"난소암",65,0,3753695
19,"난소암 외 여성생식기암",65,0,3753695
20,"남성생식기암",65,4486,3753695
21,"방광암",65,2125,3753695
22,"신장암, 나머지 비뇨기계암",65,1433,3753695
23,"안암",65,16,3753695
24,"뇌암, 신경계암",65,361,3753695
25,"갑상선암",65,585,3753695
26,"나머지 내분비선암",65,27,3753695
27,"나머지암, 불분명한 암",65,1640,3753695
28,"림프종, 다발성골수종",65,1410,3753695
29,"백혈병(CLL 제외)",65,532,3753695
30,"급성림프구성백혈병",65,149,3753695
31,"급성골수성백혈병",65,363,3753695
32,"만성골수성백혈병",65,91,3753695
1,"구강암, 인두암",70,981,2329646
2,"식도암",70,1659,2329646
3,"위암",70,11161,2329646
4,"결장암",70,3899,2329646
5,"직장암",70,3305,2329646
6,"간암",70,5200,2329646
7,"담낭암",70,1666,2329646
8,"췌장암",70,1559,2329646
9,"기관지암, 폐암",70,11760,2329646
10,"비강암, 후두암, 나머지암",70,1009,2329646
11,"뼈암",70,57,2329646
12,"결합조직암",70,177,2329646
13,"악성흑색종",70,116,2329646
14,"비흑색종피부암(기저세포암)",70,671,2329646
15,"비흑색종피부암(편평세포암)",70,671,2329646
16,"유방암(여성)",70,0,2329646
17,"유방암(남성)",70,40,2329646
18,"난소암",70,0,2329646
19,"난소암 외 여성생식기암",70,0,2329646
20,"남성생식기암",70,4515,2329646
21,"방광암",70,1971,2329646
22,"신장암, 나머지 비뇨기계암",70,1149,2329646
23,"안암",70,13,2329646
24,"뇌암, 신경계암",70,292,2329646
25,"갑상선암",70,336,2329646
26,"나머지 내분비선암",70,24,2329646
27,"나머지암, 불분명한 암",70,1486,2329646
28,"림프종, 다발성골수종",70,1093,2329646
29,"백혈병(CLL 제외)",70,447,2329646
30,"급성림프구성백혈병",70,131,2329646
31,"급성골수성백혈병",70,320,2329646
32,"만성골수성백혈병",70,76,2329646
1,"구강암, 인두암",75,487,1257889
2,"식도암",75,938,1257889
3,"위암",75,6639,1257889
4,"결장암",75,2389,1257889
5,"직장암",75,1826,1257889
6,"간암",75,3059,1257889
7,"담낭암",75,1266,1257889
8,"췌장암",75,1034,1257889
9,"기관지암, 폐암",75,8063,1257889
10,"비강암, 후두암, 나머지암",75,576,1257889
11,"뼈암",75,39,1257889
12,"결합조직암",75,91,1257889
13,"악성흑색종",75,69,1257889
14,"비흑색종피부암(기저세포암)",75,447,1257889
15,"비흑색종피부암(편평세포암)",75,447,1257889
16,"유방암(여성)",75,0,1257889
17,"유방암(남성)",75,22,1257889
18,"난소암",75,0,1257889
19,"난소암 외 여성생식기암",75,0,1257889
20,"남성생식기암",75,3296,1257889
21,"방광암",75,1511,1257889
22,"신장암, 나머지 비뇨기계암",75,642,1257889
23,"안암",75,9,1257889
24,"뇌암, 신경계암",75,182,1257889
25,"갑상선암",75,151,1257889
26,"나머지 내분비선암",75,15,1257889
27,"나머지암, 불분명한 암",75,1087,1257889
28,"림프종, 다발성골수종",75,688,1257889
29,"백혈병(CLL 제외)",75,287,1257889
30,"급성림프구성백혈병",75,91,1257889
31,"급성골수성백혈병",75,198,1257889
32,"만성골수성백혈병",75,53,1257889
1,"구강암, 인두암",80,251,654160
2,"식도암",80,447,654160
3,"위암",80,3525,654160
4,"결장암",80,1164,654160
5,"직장암",80,945,654160
6,"간암",80,1538,654160
7,"담낭암",80,805,654160
8,"췌장암",80,657,654160
9,"기관지암, 폐암",80,4412,654160
10,"비강암, 후두암, 나머지암",80,276,654160
11,"뼈암",80,26,654160
12,"결합조직암",80,61,654160
13,"악성흑색종",80,33,654160
14,"비흑색종피부암(기저세포암)",80,270,654160
15,"비흑색종피부암(편평세포암)",80,270,654160
16,"유방암(여성)",80,0,654160
17,"유방암(남성)",80,12,654160
18,"난소암",80,0,654160
19,"난소암 외 여성생식기암",80,0,654160
20,"남성생식기암",80,1865,654160
21,"방광암",80,848,654160
22,"신장암, 나머지 비뇨기계암",80,310,654160
23,"안암",80,4,654160
24,"뇌암, 신경계암",80,95,654160
25,"갑상선암",80,59,654160
26,"나머지 내분비선암",80,3,654160
27,"나머지암, 불분명한 암",80,668,654160
28,"림프종, 다발성골수종",80,334,654160
29,"백혈병(CLL 제외)",80,169,654160
30,"급성림프구성백혈병",80,80,654160
31,"급성골수성백혈병",80,129,654160
32,"만성골수성백혈병",80,24,654160
1,"구강암, 인두암",85,96,307038
2,"식도암",85,153,307038
3,"위암",85,1308,307038
4,"결장암",85,536,307038
5,"직장암",85,407,307038
6,"간암",85,603,307038
7,"담낭암",85,371,307038
8,"췌장암",85,279,307038
9,"기관지암, 폐암",85,1726,307038
10,"비강암, 후두암, 나머지암",85,99,307038
11,"뼈암",85,8,307038
12,"결합조직암",85,26,307038
13,"악성흑색종",85,16,307038
14,"비흑색종피부암(기저세포암)",85,190,307038
15,"비흑색종피부암(편평세포암)",85,190,307038
16,"유방암(여성)",85,0,307038
17,"유방암(남성)",85,7,307038
18,"난소암",85,0,307038
19,"난소암 외 여성생식기암",85,0,307038
20,"남성생식기암",85,850,307038
21,"방광암",85,417,307038
22,"신장암, 나머지 비뇨기계암",85,141,307038
23,"안암",85,4,307038
24,"뇌암, 신경계암",85,36,307038
25,"갑상선암",85,33,307038
26,"나머지 내분비선암",85,3,307038
27,"나머지암, 불분명한 암",85,284,307038
28,"림프종, 다발성골수종",85,157,307038
29,"백혈병(CLL 제외)",85,54,307038
30,"급성림프구성백혈병",85,31,307038
31,"급성골수성백혈병",85,46,307038
32,"만성골수성백혈병",85,7,307038
