"Code","Cancer","Age","Case","PY","Version","Sex"
9,"기관지암, 폐암",15,11,7676005,"09","male"
10,"비강암, 후두암, 나머지암",15,28,7676005,"09","male"
11,"뼈암",15,132,7676005,"09","male"
12,"결합조직암",15,37,7676005,"09","male"
13,"악성흑색종",15,2,7676005,"09","male"
14,"비흑색종피부암(기저세포암)",15,11,7676005,"09","male"
15,"비흑색종피부암(편평세포암)",15,11,7676005,"09","male"
16,"유방암(여성)",15,0,7676005,"09","male"
17,"유방암(남성)",15,0,7676005,"09","male"
18,"난소암",15,0,7676005,"09","male"
19,"난소암 외 여성생식기암",15,0,7676005,"09","male"
20,"남성생식기암",15,37,7676005,"09","male"
21,"방광암",15,3,7676005,"09","male"
22,"신장암, 나머지 비뇨기계암",15,8,7676005,"09","male"
23,"안암",15,1,7676005,"09","male"
24,"뇌암, 신경계암",15,127,7676005,"09","male"
25,"갑상선암",15,42,7676005,"09","male"
26,"나머지 내분비선암",15,57,7676005,"09","male"
27,"나머지암, 불분명한 암",15,51,7676005,"09","male"
28,"림프종, 다발성골수종",15,115,7676005,"09","male"
29,"백혈병(CLL 제외)",15,251,7676005,"09","male"
30,"급성림프구성백혈병",15,125,7676005,"09","male"
31,"급성골수성백혈병",15,104,7676005,"09","male"
32,"만성골수성백혈병",15,30,7676005,"09","male"
1,"구강암, 인두암",20,44,8126523,"09","male"
2,"식도암",20,3,8126523,"09","male"
3,"위암",20,88,8126523,"09","male"
4,"결장암",20,34,8126523,"09","male"
5,"직장암",20,27,8126523,"09","male"
6,"간암",20,56,8126523,"09","male"
7,"담낭암",20,2,8126523,"09","male"
8,"췌장암",20,9,8126523,"09","male"
9,"기관지암, 폐암",20,19,8126523,"09","male"
10,"비강암, 후두암, 나머지암",20,46,8126523,"09","male"
11,"뼈암",20,77,8126523,"09","male"
12,"결합조직암",20,49,8126523,"09","male"
13,"악성흑색종",20,6,8126523,"09","male"
14,"비흑색종피부암(기저세포암)",20,16,8126523,"09","male"
15,"비흑색종피부암(편평세포암)",20,16,8126523,"09","male"
16,"유방암(여성)",20,0,8126523,"09","male"
17,"유방암(남성)",20,0,8126523,"09","male"
18,"난소암",20,0,8126523,"09","male"
19,"난소암 외 여성생식기암",20,0,8126523,"09","male"
20,"남성생식기암",20,57,8126523,"09","male"
21,"방광암",20,8,8126523,"09","male"
22,"신장암, 나머지 비뇨기계암",20,22,8126523,"09","male"
23,"안암",20,1,8126523,"09","male"
24,"뇌암, 신경계암",20,125,8126523,"09","male"
25,"갑상선암",20,77,8126523,"09","male"
26,"나머지 내분비선암",20,27,8126523,"09","male"
27,"나머지암, 불분명한 암",20,63,8126523,"09","male"
28,"림프종, 다발성골수종",20,126,8126523,"09","male"
29,"백혈병(CLL 제외)",20,189,8126523,"09","male"
30,"급성림프구성백혈병",20,70,8126523,"09","male"
31,"급성골수성백혈병",20,73,8126523,"09","male"
32,"만성골수성백혈병",20,39,8126523,"09","male"
1,"구강암, 인두암",25,61,8983229,"09","male"
2,"식도암",25,9,8983229,"09","male"
3,"위암",25,366,8983229,"09","male"
4,"결장암",25,103,8983229,"09","male"
5,"직장암",25,87,8983229,"09","male"
6,"간암",25,157,8983229,"09","male"
7,"담낭암",25,7,8983229,"09","male"
8,"췌장암",25,14,8983229,"09","male"
9,"기관지암, 폐암",25,71,8983229,"09","male"
10,"비강암, 후두암, 나머지암",25,54,8983229,"09","male"
11,"뼈암",25,49,8983229,"09","male"
12,"결합조직암",25,61,8983229,"09","male"
13,"악성흑색종",25,18,8983229,"09","male"
14,"비흑색종피부암(기저세포암)",25,45,8983229,"09","male"
15,"비흑색종피부암(편평세포암)",25,45,8983229,"09","male"
16,"유방암(여성)",25,0,8983229,"09","male"
17,"유방암(남성)",25,2,8983229,"09","male"
18,"난소암",25,0,8983229,"09","male"
19,"난소암 외 여성생식기암",25,0,8983229,"09","male"
20,"남성생식기암",25,111,8983229,"09","male"
21,"방광암",25,34,8983229,"09","male"
22,"신장암, 나머지 비뇨기계암",25,43,8983229,"09","male"
23,"안암",25,7,8983229,"09","male"
24,"뇌암, 신경계암",25,124,8983229,"09","male"
25,"갑상선암",25,136,8983229,"09","male"
26,"나머지 내분비선암",25,17,8983229,"09","male"
27,"나머지암, 불분명한 암",25,102,8983229,"09","male"
28,"림프종, 다발성골수종",25,172,8983229,"09","male"
29,"백혈병(CLL 제외)",25,230,8983229,"09","male"
30,"급성림프구성백혈병",25,60,8983229,"09","male"
31,"급성골수성백혈병",25,111,8983229,"09","male"
32,"만성골수성백혈병",25,58,8983229,"09","male"
1,"구강암, 인두암",30,117,9226246,"09","male"
2,"식도암",30,8,9226246,"09","male"
3,"위암",30,914,9226246,"09","male"
4,"결장암",30,198,9226246,"09","male"
5,"직장암",30,167,9226246,"09","male"
6,"간암",30,433,9226246,"09","male"
7,"담낭암",30,25,9226246,"09","male"
8,"췌장암",30,54,9226246,"09","male"
9,"기관지암, 폐암",30,189,9226246,"09","male"
10,"비강암, 후두암, 나머지암",30,48,9226246,"09","male"
11,"뼈암",30,57,9226246,"09","male"
12,"결합조직암",30,90,9226246,"09","male"
13,"악성흑색종",30,17,9226246,"09","male"
14,"비흑색종피부암(기저세포암)",30,53,9226246,"09","male"
15,"비흑색종피부암(편평세포암)",30,53,9226246,"09","male"
16,"유방암(여성)",30,0,9226246,"09","male"
17,"유방암(남성)",30,4,9226246,"09","male"
18,"난소암",30,0,9226246,"09","male"
19,"난소암 외 여성생식기암",30,0,9226246,"09","male"
20,"남성생식기암",30,116,9226246,"09","male"
21,"방광암",30,69,9226246,"09","male"
22,"신장암, 나머지 비뇨기계암",30,103,9226246,"09","male"
23,"안암",30,8,9226246,"09","male"
24,"뇌암, 신경계암",30,175,9226246,"09","male"
25,"갑상선암",30,197,9226246,"09","male"
26,"나머지 내분비선암",30,18,9226246,"09","male"
27,"나머지암, 불분명한 암",30,144,9226246,"09","male"
28,"림프종, 다발성골수종",30,254,9226246,"09","male"
29,"백혈병(CLL 제외)",30,267,9226246,"09","male"
30,"급성림프구성백혈병",30,57,9226246,"09","male"
31,"급성골수성백혈병",30,137,9226246,"09","male"
32,"만성골수성백혈병",30,63,9226246,"09","male"
1,"구강암, 인두암",35,211,8958298,"09","male"
2,"식도암",35,30,8958298,"09","male"
3,"위암",35,1935,8958298,"09","male"
4,"결장암",35,408,8958298,"09","male"
5,"직장암",35,379,8958298,"09","male"
6,"간암",35,1299,8958298,"09","male"
7,"담낭암",35,91,8958298,"09","male"
8,"췌장암",35,131,8958298,"09","male"
9,"기관지암, 폐암",35,375,8958298,"09","male"
10,"비강암, 후두암, 나머지암",35,94,8958298,"09","male"
11,"뼈암",35,59,8958298,"09","male"
12,"결합조직암",35,82,8958298,"09","male"
13,"악성흑색종",35,11,8958298,"09","male"
14,"비흑색종피부암(기저세포암)",35,70,8958298,"09","male"
15,"비흑색종피부암(편평세포암)",35,70,8958298,"09","male"
16,"유방암(여성)",35,0,8958298,"09","male"
17,"유방암(남성)",35,16,8958298,"09","male"
18,"난소암",35,0,8958298,"09","male"
19,"난소암 외 여성생식기암",35,0,8958298,"09","male"
20,"남성생식기암",35,71,8958298,"09","male"
21,"방광암",35,133,8958298,"09","male"
22,"신장암, 나머지 비뇨기계암",35,244,8958298,"09","male"
23,"안암",35,7,8958298,"09","male"
24,"뇌암, 신경계암",35,215,8958298,"09","male"
25,"갑상선암",35,253,8958298,"09","male"
26,"나머지 내분비선암",35,18,8958298,"09","male"
27,"나머지암, 불분명한 암",35,211,8958298,"09","male"
28,"림프종, 다발성골수종",35,333,8958298,"09","male"
29,"백혈병(CLL 제외)",35,296,8958298,"09","male"
30,"급성림프구성백혈병",35,69,8958298,"09","male"
31,"급성골수성백혈병",35,146,8958298,"09","male"
32,"만성골수성백혈병",35,68,8958298,"09","male"
1,"구강암, 인두암",40,339,8474597,"09","male"
2,"식도암",40,110,8474597,"09","male"
3,"위암",40,3225,8474597,"09","male"
4,"결장암",40,629,8474597,"09","male"
5,"직장암",40,720,8474597,"09","male"
6,"간암",40,3121,8474597,"09","male"
7,"담낭암",40,184,8474597,"09","male"
8,"췌장암",40,268,8474597,"09","male"
9,"기관지암, 폐암",40,830,8474597,"09","male"
10,"비강암, 후두암, 나머지암",40,168,8474597,"09","male"
11,"뼈암",40,59,8474597,"09","male"
12,"결합조직암",40,111,8474597,"09","male"
13,"악성흑색종",40,33,8474597,"09","male"
14,"비흑색종피부암(기저세포암)",40,117,8474597,"09","male"
15,"비흑색종피부암(편평세포암)",40,117,8474597,"09","male"
16,"유방암(여성)",40,0,8474597,"09","male"
17,"유방암(남성)",40,18,8474597,"09","male"
18,"난소암",40,0,8474597,"09","male"
19,"난소암 외 여성생식기암",40,0,8474597,"09","male"
20,"남성생식기암",40,72,8474597,"09","male"
21,"방광암",40,280,8474597,"09","male"
22,"신장암, 나머지 비뇨기계암",40,425,8474597,"09","male"
23,"안암",40,9,8474597,"09","male"
24,"뇌암, 신경계암",40,235,8474597,"09","male"
25,"갑상선암",40,279,8474597,"09","male"
26,"나머지 내분비선암",40,21,8474597,"09","male"
27,"나머지암, 불분명한 암",40,354,8474597,"09","male"
28,"림프종, 다발성골수종",40,489,8474597,"09","male"
29,"백혈병(CLL 제외)",40,321,8474597,"09","male"
30,"급성림프구성백혈병",40,61,8474597,"09","male"
31,"급성골수성백혈병",40,166,8474597,"09","male"
32,"만성골수성백혈병",40,80,8474597,"09","male"
1,"구강암, 인두암",45,419,6149834,"09","male"
2,"식도암",45,258,6149834,"09","male"
3,"위암",45,4274,6149834,"09","male"
4,"결장암",45,815,6149834,"09","male"
5,"직장암",45,931,6149834,"09","male"
6,"간암",45,4716,6149834,"09","male"
7,"담낭암",45,278,6149834,"09","male"
8,"췌장암",45,389,6149834,"09","male"
9,"기관지암, 폐암",45,1543,6149834,"09","male"
10,"비강암, 후두암, 나머지암",45,298,6149834,"09","male"
11,"뼈암",45,43,6149834,"09","male"
12,"결합조직암",45,74,6149834,"09","male"
13,"악성흑색종",45,33,6149834,"09","male"
14,"비흑색종피부암(기저세포암)",45,133,6149834,"09","male"
15,"비흑색종피부암(편평세포암)",45,133,6149834,"09","male"
16,"유방암(여성)",45,0,6149834,"09","male"
17,"유방암(남성)",45,22,6149834,"09","male"
18,"난소암",45,0,6149834,"09","male"
19,"난소암 외 여성생식기암",45,0,6149834,"09","male"
20,"남성생식기암",45,115,6149834,"09","male"
21,"방광암",45,375,6149834,"09","male"
22,"신장암, 나머지 비뇨기계암",45,527,6149834,"09","male"
23,"안암",45,7,6149834,"09","male"
24,"뇌암, 신경계암",45,202,6149834,"09","male"
25,"갑상선암",45,270,6149834,"09","male"
26,"나머지 내분비선암",45,24,6149834,"09","male"
27,"나머지암, 불분명한 암",45,444,6149834,"09","male"
28,"림프종, 다발성골수종",45,524,6149834,"09","male"
29,"백혈병(CLL 제외)",45,258,6149834,"09","male"
30,"급성림프구성백혈병",45,55,6149834,"09","male"
31,"급성골수성백혈병",45,131,6149834,"09","male"
32,"만성골수성백혈병",45,68,6149834,"09","male"
1,"구강암, 인두암",50,578,4725967,"09","male"
2,"식도암",50,514,4725967,"09","male"
3,"위암",50,5625,4725967,"09","male"
4,"결장암",50,1163,4725967,"09","male"
5,"직장암",50,1364,4725967,"09","male"
6,"간암",50,5987,4725967,"09","male"
7,"담낭암",50,525,4725967,"09","male"
8,"췌장암",50,568,4725967,"09","male"
9,"기관지암, 폐암",50,2709,4725967,"09","male"
10,"비강암, 후두암, 나머지암",50,540,4725967,"09","male"
11,"뼈암",50,45,4725967,"09","male"
12,"결합조직암",50,86,4725967,"09","male"
13,"악성흑색종",50,60,4725967,"09","male"
14,"비흑색종피부암(기저세포암)",50,156,4725967,"09","male"
15,"비흑색종피부암(편평세포암)",50,156,4725967,"09","male"
16,"유방암(여성)",50,0,4725967,"09","male"
17,"유방암(남성)",50,17,4725967,"09","male"
18,"난소암",50,0,4725967,"09","male"
19,"난소암 외 여성생식기암",50,0,4725967,"09","male"
20,"남성생식기암",50,189,4725967,"09","male"
21,"방광암",50,557,4725967,"09","male"
22,"신장암, 나머지 비뇨기계암",50,565,4725967,"09","male"
23,"안암",50,8,4725967,"09","male"
24,"뇌암, 신경계암",50,210,4725967,"09","male"
25,"갑상선암",50,208,4725967,"09","male"
26,"나머지 내분비선암",50,16,4725967,"09","male"
27,"나머지암, 불분명한 암",50,510,4725967,"09","male"
28,"림프종, 다발성골수종",50,570,4725967,"09","male"
29,"백혈병(CLL 제외)",50,250,4725967,"09","male"
30,"급성림프구성백혈병",50,45,4725967,"09","male"
31,"급성골수성백혈병",50,134,4725967,"09","male"
32,"만성골수성백혈병",50,60,4725967,"09","male"
1,"구강암, 인두암",55,829,4021659,"09","male"
2,"식도암",55,1015,4021659,"09","male"
3,"위암",55,7890,4021659,"09","male"
4,"결장암",55,1576,4021659,"09","male"
5,"직장암",55,1869,4021659,"09","male"
6,"간암",55,6716,4021659,"09","male"
7,"담낭암",55,815,4021659,"09","male"
8,"췌장암",55,827,4021659,"09","male"
9,"기관지암, 폐암",55,4716,4021659,"09","male"
10,"비강암, 후두암, 나머지암",55,791,4021659,"09","male"
11,"뼈암",55,45,4021659,"09","male"
12,"결합조직암",55,105,4021659,"09","male"
13,"악성흑색종",55,56,4021659,"09","male"
14,"비흑색종피부암(기저세포암)",55,262,4021659,"09","male"
15,"비흑색종피부암(편평세포암)",55,262,4021659,"09","male"
16,"유방암(여성)",55,0,4021659,"09","male"
17,"유방암(남성)",55,21,4021659,"09","male"
18,"난소암",55,0,4021659,"09","male"
19,"난소암 외 여성생식기암",55,0,4021659,"09","male"
20,"남성생식기암",55,437,4021659,"09","male"
21,"방광암",55,779,4021659,"09","male"
22,"신장암, 나머지 비뇨기계암",55,667,4021659,"09","male"
23,"안암",55,10,4021659,"09","male"
24,"뇌암, 신경계암",55,246,4021659,"09","male"
25,"갑상선암",55,229,4021659,"09","male"
26,"나머지 내분비선암",55,25,4021659,"09","male"
27,"나머지암, 불분명한 암",55,785,4021659,"09","male"
28,"림프종, 다발성골수종",55,696,4021659,"09","male"
29,"백혈병(CLL 제외)",55,315,4021659,"09","male"
30,"급성림프구성백혈병",55,58,4021659,"09","male"
31,"급성골수성백혈병",55,200,4021659,"09","male"
32,"만성골수성백혈병",55,58,4021659,"09","male"
1,"구강암, 인두암",60,969,3401071,"09","male"
2,"식도암",60,1538,3401071,"09","male"
3,"위암",60,9953,3401071,"09","male"
4,"결장암",60,2019,3401071,"09","male"
5,"직장암",60,2260,3401071,"09","male"
6,"간암",60,6652,3401071,"09","male"
7,"담낭암",60,1125,3401071,"09","male"
8,"췌장암",60,1138,3401071,"09","male"
9,"기관지암, 폐암",60,7292,3401071,"09","male"
10,"비강암, 후두암, 나머지암",60,985,3401071,"09","male"
11,"뼈암",60,55,3401071,"09","male"
12,"결합조직암",60,123,3401071,"09","male"
13,"악성흑색종",60,77,3401071,"09","male"
14,"비흑색종피부암(기저세포암)",60,335,3401071,"09","male"
15,"비흑색종피부암(편평세포암)",60,335,3401071,"09","male"
16,"유방암(여성)",60,0,3401071,"09","male"
17,"유방암(남성)",60,23,3401071,"09","male"
18,"난소암",60,0,3401071,"09","male"
19,"난소암 외 여성생식기암",60,0,3401071,"09","male"
20,"남성생식기암",60,938,3401071,"09","male"
21,"방광암",60,1260,3401071,"09","male"
22,"신장암, 나머지 비뇨기계암",60,836,3401071,"09","male"
23,"안암",60,12,3401071,"09","male"
24,"뇌암, 신경계암",60,243,3401071,"09","male"
25,"갑상선암",60,214,3401071,"09","male"
26,"나머지 내분비선암",60,17,3401071,"09","male"
27,"나머지암, 불분명한 암",60,1046,3401071,"09","male"
28,"림프종, 다발성골수종",60,835,3401071,"09","male"
29,"백혈병(CLL 제외)",60,311,3401071,"09","male"
30,"급성림프구성백혈병",60,55,3401071,"09","male"
31,"급성골수성백혈병",60,190,3401071,"09","male"
32,"만성골수성백혈병",60,68,3401071,"09","male"
1,"구강암, 인두암",65,889,2276487,"09","male"
2,"식도암",65,1395,2276487,"09","male"
3,"위암",65,9044,2276487,"09","male"
4,"결장암",65,1905,2276487,"09","male"
5,"직장암",65,2013,2276487,"09","male"
6,"간암",65,4909,2276487,"09","male"
7,"담낭암",65,1153,2276487,"09","male"
8,"췌장암",65,1059,2276487,"09","male"
9,"기관지암, 폐암",65,8255,2276487,"09","male"
10,"비강암, 후두암, 나머지암",65,966,2276487,"09","male"
11,"뼈암",65,43,2276487,"09","male"
12,"결합조직암",65,113,2276487,"09","male"
13,"악성흑색종",65,60,2276487,"09","male"
14,"비흑색종피부암(기저세포암)",65,326,2276487,"09","male"
15,"비흑색종피부암(편평세포암)",65,326,2276487,"09","male"
16,"유방암(여성)",65,0,2276487,"09","male"
17,"유방암(남성)",65,29,2276487,"09","male"
18,"난소암",65,0,2276487,"09","male"
19,"난소암 외 여성생식기암",65,0,2276487,"09","male"
20,"남성생식기암",65,1263,2276487,"09","male"
21,"방광암",65,1224,2276487,"09","male"
22,"신장암, 나머지 비뇨기계암",65,757,2276487,"09","male"
23,"안암",65,16,2276487,"09","male"
24,"뇌암, 신경계암",65,186,2276487,"09","male"
25,"갑상선암",65,182,2276487,"09","male"
26,"나머지 내분비선암",65,18,2276487,"09","male"
27,"나머지암, 불분명한 암",65,1060,2276487,"09","male"
28,"림프종, 다발성골수종",65,770,2276487,"09","male"
29,"백혈병(CLL 제외)",65,288,2276487,"09","male"
30,"급성림프구성백혈병",65,79,2276487,"09","male"
31,"급성골수성백혈병",65,192,2276487,"09","male"
32,"만성골수성백혈병",65,56,2276487,"09","male"
1,"구강암, 인두암",70,546,1354446,"09","male"
2,"식도암",70,952,1354446,"09","male"
3,"위암",70,6641,1354446,"09","male"
4,"결장암",70,1469,1354446,"09","male"
5,"직장암",70,1464,1354446,"09","male"
6,"간암",70,3238,1354446,"09","male"
7,"담낭암",70,980,1354446,"09","male"
8,"췌장암",70,887,1354446,"09","male"
9,"기관지암, 폐암",70,7101,1354446,"09","male"
10,"비강암, 후두암, 나머지암",70,647,1354446,"09","male"
11,"뼈암",70,47,1354446,"09","male"
12,"결합조직암",70,87,1354446,"09","male"
13,"악성흑색종",70,44,1354446,"09","male"
14,"비흑색종피부암(기저세포암)",70,272,1354446,"09","male"
15,"비흑색종피부암(편평세포암)",70,272,1354446,"09","male"
16,"유방암(여성)",70,0,1354446,"09","male"
17,"유방암(남성)",70,17,1354446,"09","male"
18,"난소암",70,0,1354446,"09","male"
19,"난소암 외 여성생식기암",70,0,1354446,"09","male"
20,"남성생식기암",70,1344,1354446,"09","male"
21,"방광암",70,1115,1354446,"09","male"
22,"신장암, 나머지 비뇨기계암",70,499,1354446,"09","male"
23,"안암",70,11,1354446,"09","male"
24,"뇌암, 신경계암",70,151,1354446,"09","male"
25,"갑상선암",70,103,1354446,"09","male"
26,"나머지 내분비선암",70,21,1354446,"09","male"
27,"나머지암, 불분명한 암",70,911,1354446,"09","male"
28,"림프종, 다발성골수종",70,563,1354446,"09","male"
29,"백혈병(CLL 제외)",70,228,1354446,"09","male"
30,"급성림프구성백혈병",70,71,1354446,"09","male"
31,"급성골수성백혈병",70,154,1354446,"09","male"
32,"만성골수성백혈병",70,36,1354446,"09","male"
1,"구강암, 인두암",75,320,835225,"09","male"
2,"식도암",75,660,835225,"09","male"
3,"위암",75,4427,835225,"09","male"
4,"결장암",75,1082,835225,"09","male"
5,"직장암",75,932,835225,"09","male"
6,"간암",75,2064,835225,"09","male"
7,"담낭암",75,757,835225,"09","male"
8,"췌장암",75,640,835225,"09","male"
9,"기관지암, 폐암",75,5073,835225,"09","male"
10,"비강암, 후두암, 나머지암",75,382,835225,"09","male"
11,"뼈암",75,34,835225,"09","male"
12,"결합조직암",75,71,835225,"09","male"
13,"악성흑색종",75,25,835225,"09","male"
14,"비흑색종피부암(기저세포암)",75,195,835225,"09","male"
15,"비흑색종피부암(편평세포암)",75,195,835225,"09","male"
16,"유방암(여성)",75,0,835225,"09","male"
17,"유방암(남성)",75,18,835225,"09","male"
18,"난소암",75,0,835225,"09","male"
19,"난소암 외 여성생식기암",75,0,835225,"09","male"
20,"남성생식기암",75,1260,835225,"09","male"
21,"방광암",75,911,835225,"09","male"
22,"신장암, 나머지 비뇨기계암",75,317,835225,"09","male"
23,"안암",75,3,835225,"09","male"
24,"뇌암, 신경계암",75,105,835225,"09","male"
25,"갑상선암",75,67,835225,"09","male"
26,"나머지 내분비선암",75,5,835225,"09","male"
27,"나머지암, 불분명한 암",75,761,835225,"09","male"
28,"림프종, 다발성골수종",75,351,835225,"09","male"
29,"백혈병(CLL 제외)",75,148,835225,"09","male"
30,"급성림프구성백혈병",75,65,835225,"09","male"
31,"급성골수성백혈병",75,110,835225,"09","male"
32,"만성골수성백혈병",75,19,835225,"09","male"
1,"구강암, 인두암",80,195,397676,"09","male"
2,"식도암",80,280,397676,"09","male"
3,"위암",80,2053,397676,"09","male"
4,"결장암",80,544,397676,"09","male"
5,"직장암",80,481,397676,"09","male"
6,"간암",80,951,397676,"09","male"
7,"담낭암",80,432,397676,"09","male"
8,"췌장암",80,329,397676,"09","male"
9,"기관지암, 폐암",80,2216,397676,"09","male"
10,"비강암, 후두암, 나머지암",80,164,397676,"09","male"
11,"뼈암",80,14,397676,"09","male"
12,"결합조직암",80,24,397676,"09","male"
13,"악성흑색종",80,15,397676,"09","male"
14,"비흑색종피부암(기저세포암)",80,123,397676,"09","male"
15,"비흑색종피부암(편평세포암)",80,123,397676,"09","male"
16,"유방암(여성)",80,0,397676,"09","male"
17,"유방암(남성)",80,8,397676,"09","male"
18,"난소암",80,0,397676,"09","male"
19,"난소암 외 여성생식기암",80,0,397676,"09","male"
20,"남성생식기암",80,789,397676,"09","male"
21,"방광암",80,443,397676,"09","male"
22,"신장암, 나머지 비뇨기계암",80,127,397676,"09","male"
23,"안암",80,2,397676,"09","male"
24,"뇌암, 신경계암",80,53,397676,"09","male"
25,"갑상선암",80,32,397676,"09","male"
26,"나머지 내분비선암",80,5,397676,"09","male"
27,"나머지암, 불분명한 암",80,358,397676,"09","male"
28,"림프종, 다발성골수종",80,173,397676,"09","male"
29,"백혈병(CLL 제외)",80,61,397676,"09","male"
30,"급성림프구성백혈병",80,26,397676,"09","male"
31,"급성골수성백혈병",80,45,397676,"09","male"
32,"만성골수성백혈병",80,12,397676,"09","male"
1,"구강암, 인두암",85,72,179887,"09","male"
2,"식도암",85,83,179887,"09","male"
3,"위암",85,724,179887,"09","male"
4,"결장암",85,214,179887,"09","male"
